PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
99,2/8/2023,1,1,691205,Right,T_B,1000102964,Right,T_A,4,Bottom,0,0,0,0-0,Slider,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,83.1706,0.682197,-0.438198,2029.244198,81.512574,8:45,5.215,1.4664,4.23362,-43.64144,-0.57299,-13.07461,2.23142,-0.0427,76.08971,-7.117889,-2.71605,0.472336,,,,,,,,,,,,6.16185,-0.04984,-1.40398,50,5.2445,1.54264,-120.52666,-0.38799,9.04363,23.91504,-32.24718,79.80008,,7.08089,,,,1000055344,Right,56.26541,-121.7635,11.95752,5.22144,1.27978,-16.12359,-1.47166,1.07492,4.52181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
100,2/8/2023,1,2,691205,Right,T_B,1000102964,Right,T_A,4,Bottom,0,0,1,0-1,Slider,Curveball,InPlay,Undefined,LineDrive,LineDrive,Out,1,0,81.69907,0.010234,-0.716765,2308.28926,77.63343,8:30,5.2806,1.34922,4.16306,-46.26491,-1.37087,-12.98926,1.435,-0.42038,74.70763,-8.233264,-2.97811,0.482243,88.08099,19.910549,4.087656,3073.173993,109.24987,33.44534,12.82372,296.14602,290.27155,10.848071,3.741152,6.06351,-0.27098,-1.25507,50,5.23266,2.08189,-118.35232,-1.88312,8.54877,23.85312,-32.55611,78.16071,40.09075,6.99144,1.77222,1.37317,0.40468,1000055344,Right,56.3367,-119.62262,11.92656,5.28678,-0.14934,-16.27805,-1.35382,1.62662,4.27438,208.82991,1.77147,121.17841,-20.9814,4.59685,-1.17878,0.35176,-0.09013,0.014,-0.0009,1.37418,43.96079,-12.56628,-0.42714,0.59099,-0.30708,0.09392,-0.01461,0.00089,0.4049,8.64805,4.57677,-1.84781,0.6241,-0.18776,0.04333,-0.00598,0.00035,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
101,2/8/2023,2,1,691205,Right,T_B,1000079407,Left,T_A,4,Bottom,1,0,0,0-0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,94.32076,-1.942243,-1.495884,2247.80257,230.279676,1:45,5.29202,1.43241,5.81339,-19.88863,11.77304,12.90308,1.82733,1.1164,85.87386,-5.671162,0.817451,0.404984,,,,,,,,,,,,-6.99241,6.89075,-1.31742,50,5.12109,2.98247,-136.84596,-5.32458,-13.19265,31.62278,-19.17324,93.07133,,8.4469,,,,1000055344,Right,54.68418,-137.92415,15.81139,5.29148,-4.67086,-9.58662,-1.42677,3.43228,-6.59633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
102,2/8/2023,2,2,691205,Right,T_B,1000079407,Left,T_A,4,Bottom,1,0,1,0-1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,88.50903,-2.76504,-4.036012,1927.096498,257.071968,2:30,5.04564,1.51604,5.38881,-31.22935,5.19221,17.68088,-0.15683,-0.79963,81.49329,-8.454977,-0.895525,0.434361,,,,,,,,,,,,-10.0793,3.65689,-1.16821,50,4.77567,8.28266,-128.16102,-7.36349,-16.81816,25.68811,-26.07224,86.77682,,7.01574,,,,1000055344,Right,55.11299,-129.18179,12.84406,5.04768,-6.32747,-13.03612,-1.51061,8.95096,-8.40908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
103,2/8/2023,2,3,691205,Right,T_B,1000079407,Left,T_A,4,Bottom,1,1,1,1-1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,93.30164,-0.595571,-1.652809,2294.534607,217.331468,1:15,5.28145,1.41108,5.77161,-15.55438,16.61839,11.91103,3.43078,0.86516,85.27128,-3.550918,0.47939,0.40824,,,,,,,,,,,,-6.49489,8.92351,-1.2816,50,5.22282,3.36977,-135.50368,-1.89193,-12.09848,29.08533,-15.55157,92.32909,,8.03036,,,,1000055344,Right,54.72655,-136.51444,14.54266,5.27918,-1.35149,-7.77579,-1.40601,3.79021,-6.04924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
104,2/8/2023,2,4,691205,Right,T_B,1000079407,Left,T_A,4,Bottom,1,1,2,1-2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,83.40971,-0.694837,-0.815081,2193.045822,80.48161,8:45,5.25366,1.42466,4.13255,-43.72266,-0.88433,-13.1406,0.94352,-0.45226,76.82821,-8.456863,-3.102091,0.471072,,,,,,,,,,,,6.11855,0.12728,-1.31895,50,5.12949,2.34036,-120.91525,-3.31264,9.06819,23.33765,-31.98539,80.0141,,6.5815,,,,1000055344,Right,56.36794,-122.13813,11.66883,5.25916,-1.63662,-15.99269,-1.42913,1.86519,4.53409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.36253,,,1.465527,,,,-2.8596,5.71136,0.74443,79.07986,8.73623,-45.71053,-2.72241,61.42725,-3.80731,5.9078,23.97967,-15.00829,0.62581,-35.73464,2.79131,High,High,High,,,High,High,High,v3
105,2/8/2023,3,1,691205,Right,T_B,1000049656,Left,T_A,4,Bottom,2,0,0,0-0,Fastball,Sinker,FoulBall,Undefined,Undefined,,Undefined,0,0,96.55494,-0.830635,-2.489088,2378.509058,240.299745,2:00,5.33496,1.46762,5.56635,-19.64442,10.71591,17.09277,2.92118,0.56534,88.11703,-4.494352,0.558332,0.396574,75.39341,39.589496,-150.313052,3993.493569,,,,,45.9114,,,-9.37804,5.94193,-1.26458,50,5.25048,5.28582,-140.12555,-2.76179,-18.636,31.8219,-20.3663,95.04506,33.22719,8.43791,1.32691,2.87953,-0.55344,1000055344,Right,54.93374,-141.24154,15.91095,5.33481,-2.04755,-10.18315,-1.46141,5.93938,-9.318,13.576788,1.32691,-74.02903,1.4277,0.99337,-0.37156,0.25968,-0.44078,0.56289,-0.2889,2.87953,70.4687,-31.57783,4.40455,-1.01704,0.40517,-0.57666,0.71446,-0.36128,-0.55344,-42.20307,4.22622,-0.34355,0.01712,0.02547,-0.04336,0.05697,-0.03022,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,v3
106,2/8/2023,3,2,691205,Right,T_B,1000049656,Left,T_A,4,Bottom,2,0,1,0-1,Cutter,Cutter,FoulBall,Undefined,Undefined,,Undefined,0,0,88.72897,-0.355751,-1.58951,2414.955416,151.876288,11:00,5.40152,1.43659,4.61828,-27.15998,9.7704,-4.64977,2.79984,-0.46244,81.7875,-5.280626,-2.404199,0.437384,,,,,,,,,,,,1.87095,5.19536,-1.26868,50,5.34028,3.79743,-128.73849,-1.90323,3.16927,24.38347,-23.37333,86.17694,,6.94147,,,,1000055344,Right,55.88025,-129.84745,12.19174,5.40266,-0.84021,-11.68667,-1.43811,3.65329,1.58464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
107,2/8/2023,3,3,691205,Right,T_B,1000049656,Left,T_A,4,Bottom,2,0,2,0-2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,96.76519,-1.45519,-2.620533,2406.515096,221.522401,1:30,5.28265,1.4335,5.52479,-14.12863,16.2595,13.50784,2.7431,0.10753,87.98999,-4.140694,-0.215495,0.396756,80.12963,53.380473,-45.906145,5085.779908,,,,,196.9653,,,-7.59863,8.93532,-1.21489,50,5.14686,5.77795,-140.31297,-4.03806,-15.09649,32.76607,-14.42188,95.00162,84.99858,8.7752,1.03354,2.92584,-0.18217,1000055344,Right,54.97426,-141.4698,16.38304,5.28043,-3.52889,-7.21094,-1.4283,6.31094,-7.54824,146.058685,1.03354,48.77972,-22.08755,7.58252,-2.06407,0.49246,-0.09403,0.01158,-0.00076,2.92584,94.32581,-26.75377,2.57929,-0.13547,-0.10402,0.05716,-0.01655,0.00214,-0.18217,-50.34763,1.22985,0.33689,-0.23815,0.09294,-0.02869,0.00619,-0.00063,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,v3
108,2/8/2023,3,4,691205,Right,T_B,1000049656,Left,T_A,4,Bottom,2,0,2,0-2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,96.21808,-1.912741,-3.101592,2484.917502,218.114919,1:15,5.4317,1.30317,5.29925,-14.30725,16.79682,12.34922,2.44039,-0.58244,87.31547,-4.624331,-0.91356,0.401402,59.99899,-45.228188,28.04644,,,,,3.4863,1.3278,29.302753,0.038677,-7.09355,9.27918,-1.03039,50,5.24762,6.94362,-139.33342,-5.14715,-13.87369,32.7987,-14.0257,93.90188,2.42799,8.9026,0.91435,2.42799,0.57373,1000055344,Right,55.19883,-140.55188,16.39935,5.42915,-4.62609,-7.01285,-1.29792,7.45902,-6.93685,,0.91269,54.96481,,,,,,,,2.42989,-62.7764,,,,,,,,0.57284,29.28248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
109,2/8/2023,4,1,691205,Right,T_B,1000066765,Right,T_A,4,Bottom,0,0,0,0-0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,FlyBall,Out,1,0,95.295,-1.485247,-2.287523,2500.791893,214.651966,1:15,5.38319,1.39789,5.68541,-15.03997,16.16694,10.448,2.74407,0.13525,86.50127,-4.348402,-0.421135,0.402066,92.77728,33.173812,16.46562,4536.718211,101.42831,68.26222,42.5708,290.6712,255.47144,35.321663,5.215599,-6.00213,8.97052,-1.21207,50,5.24892,5.03891,-138.20247,-4.06969,-11.53697,32.57247,-14.93141,93.74701,87.32427,8.79373,2.04199,2.61919,-0.13027,1000055344,Right,54.81306,-139.33222,16.28623,5.38109,-3.5518,-7.46571,-1.39378,5.43906,-5.76848,215.195519,2.05051,109.05708,-30.13423,7.10244,-1.08372,0.0412,0.01347,-0.00156,3.00E-05,2.61871,74.4567,-17.68218,0.06409,0.55375,-0.26228,0.06899,-0.0092,0.00048,-0.12954,32.2685,4.60729,-3.17846,1.18816,-0.32289,0.06063,-0.00663,0.00031,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,v3
110,2/8/2023,1,1,1000013430,Right,T_A,1000064785,Right,T_B,5,Top,0,0,0,0-0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,88.56492,-3.729946,-2.404929,2136.984477,203.171952,12:45,6.20982,0.46118,5.28772,-15.21213,21.40434,8.64386,1.43157,-1.07812,80.97878,-6.603363,-0.872505,0.435522,,,,,,,,,,,,-5.00016,12.11812,-0.24861,50,5.85872,4.99577,-128.1829,-8.82927,-8.32225,26.40529,-12.00466,86.54553,,7.58614,,,,1000103236,Right,55.21055,-129.2518,13.20264,6.2063,-8.34332,-6.00233,-0.45765,5.33266,-4.16113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
111,2/8/2023,1,2,1000013430,Right,T_A,1000064785,Right,T_B,5,Top,0,0,1,0-1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,88.13524,-4.961935,-2.87771,2077.715564,204.439914,12:45,6.21186,0.42645,5.29352,-15.49036,21.61659,9.25922,0.24452,-1.50618,80.67709,-7.873829,-1.236757,0.438429,,,,,,,,,,,,-5.47488,12.613,-0.17158,50,5.74802,5.99485,-127.32632,-11.54737,-8.98859,26.11982,-11.46624,85.97165,,7.45815,,,,1000103236,Right,55.2059,-128.38982,13.05991,6.20868,-11.08051,-5.73312,-0.42312,6.36083,-4.49429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
112,2/8/2023,1,3,1000013430,Right,T_A,1000064785,Right,T_B,5,Top,0,1,1,1-1,Curveball,Curveball,BallCalled,Undefined,Undefined,GroundBall,Undefined,0,0,73.67259,-2.033621,-1.616463,2511.482822,15.133959,6:30,6.13048,0.86715,5.16627,-67.60523,-13.89918,-4.25406,-1.41879,-1.00909,68.03828,-14.095976,-2.375394,0.527452,27.8761,-2.263041,176.77104,,,,,7.07281,7.52742,6.40352,0.011276,1.63992,-6.08878,-0.71294,50,5.88797,3.16663,-106.79041,-6.01476,1.86053,21.39904,-39.08201,71.46133,0.01821,5.63431,,,,1000103236,Right,55.33743,-107.85464,10.69952,6.13877,-4.07111,-19.541,-0.86812,3.0741,0.93027,,7.48867,-40.79362,,,,,,,,0.01821,-1.61465,,,,,,,,0.76288,2.3014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,v3
113,2/8/2023,1,4,1000013430,Right,T_A,1000064785,Right,T_B,5,Top,0,2,1,2-1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,87.83809,-0.30675,-1.499974,1857.07264,202.980057,12:45,6.26169,0.51929,5.2545,-21.021,15.89147,6.26516,4.22161,-0.36832,80.55506,-4.218703,-0.389197,0.437278,,,,,,,,,,,,-3.52595,8.36705,-0.38658,50,6.21833,3.05809,-127.51312,-1.40551,-5.83614,24.91638,-18.32496,86.19783,,7.28302,,,,1000103236,Right,55.2437,-128.53367,12.45819,6.26053,-0.65493,-9.16248,-0.51674,3.29714,-2.91807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
114,2/8/2023,1,5,1000013430,Right,T_A,1000064785,Right,T_B,5,Top,0,3,1,3-1,Fastball,Four-Seam,BallCalled,Walk,Undefined,,Undefined,0,0,87.10938,-0.826901,-2.033521,1813.796324,195.591719,12:30,6.16517,0.59929,5.35463,-22.12072,15.12796,3.92055,3.54572,-0.98196,80.32306,-4.926824,-1.337413,0.439265,,,,,,,,,,,,-2.47992,8.14028,-0.41927,50,6.07517,4.32081,-126.49345,-2.5835,-4.05804,23.39641,-18.85365,85.80791,,6.78632,,,,1000103236,Right,55.14442,-127.44141,11.6982,6.16438,-1.81959,-9.42682,-0.59767,4.48524,-2.02902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
115,2/8/2023,2,1,1000013430,Right,T_A,1000187793,Left,T_B,5,Top,0,0,0,0-0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,79.43305,0.439746,-1.792843,1408.625922,238.847784,2:00,5.99473,1.06384,5.46444,-37.66852,7.04378,9.46686,3.26748,0.17419,73.22264,-6.468707,-0.107041,0.481266,,,,,,,,,,,,-5.245,3.83709,-0.91271,50,6.00763,3.23965,-115.37244,-0.36033,-7.11616,20.13798,-26.96806,78.31937,,6.21041,,,,1000103236,Right,55.03513,-116.24799,10.06899,5.99781,0.81217,-13.48403,-1.06029,3.54905,-3.55808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
116,2/8/2023,2,2,1000013430,Right,T_A,1000187793,Left,T_B,5,Top,0,0,1,0-1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,88.28051,0.269845,-0.975309,1852.724757,209.089909,1:00,6.21808,0.52424,5.42293,-20.66529,15.70194,8.11575,4.74877,0.28692,80.76784,-3.596086,0.468309,0.434037,,,,,,,,,,,,-4.33327,8.1602,-0.44346,50,6.22791,1.82051,-128.18229,-0.08665,-7.23264,25.70242,-18.55385,86.84159,,7.51267,,,,1000103236,Right,55.0748,-129.19585,12.85121,6.2169,0.64501,-9.27693,-0.52087,2.10573,-3.61632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
117,2/8/2023,2,3,1000013430,Right,T_A,1000187793,Left,T_B,5,Top,0,1,1,1-1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,87.95967,0.52308,-1.287942,1835.862839,192.215234,12:30,6.19132,0.64201,5.41729,-20.50926,16.3169,3.27669,4.97236,-0.29163,80.07539,-3.328009,-0.705354,0.436767,,,,,,,,,,,,-2.00532,8.40154,-0.52992,50,6.22384,2.72277,-127.62028,0.49183,-3.30179,26.66327,-18.34063,86.29879,,7.88427,,,,1000103236,Right,55.07936,-128.67711,13.33163,6.18994,1.21879,-9.17032,-0.64044,2.85364,-1.6509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
118,2/8/2023,2,4,1000013430,Right,T_A,1000187793,Left,T_B,5,Top,0,2,1,2-1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,86.87164,-3.332153,-2.106446,1877.738215,185.407066,12:15,6.16512,0.61775,5.43115,-22.39671,15.32599,1.33772,1.17245,-1.2444,79.84519,-7.472461,-1.868466,0.442051,,,,,,,,,,,,-1.24941,8.99441,-0.43204,50,5.85414,4.57275,-125.873,-8.08588,-2.00916,24.99488,-17.7102,85.26711,,7.02645,,,,1000103236,Right,55.06783,-126.87534,12.49744,6.16416,-7.37567,-8.8551,-0.61703,4.65331,-1.00458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
119,2/8/2023,2,5,1000013430,Right,T_A,1000187793,Left,T_B,5,Top,0,3,1,3-1,Fastball,Changeup,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,85.04139,-1.380293,-1.004854,1794.856337,192.266503,12:30,6.26189,0.78516,5.58305,-21.59352,17.50497,3.53303,3.17296,0.14108,77.75429,-5.430031,-0.374338,0.45004,95.75327,-3.374312,17.390558,2183.140296,,,,35.59199,35.49155,16.608412,0.2421,-2.0887,9.64749,-0.70124,50,6.12944,2.0212,-123.45472,-3.64967,-3.2199,24.8331,-17.30156,83.75348,3.29486,7.2871,2.96247,3.29486,-0.15176,1000103236,Right,54.91615,-124.43968,12.41655,6.26058,-2.96344,-8.65078,-0.78394,2.14892,-1.60995,308.170135,2.9642,133.69161,-20.90837,,,,,,,3.29688,-8.37665,-21.68249,,,,,,,-0.15281,41.9597,2.87684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
120,2/8/2023,3,1,1000013430,Right,T_A,1000110355,Right,T_B,5,Top,1,0,0,0-0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,75.4868,0.682795,-2.018641,2436.9779,24.550889,6:45,6.08572,0.95592,4.91044,-64.91818,-13.92745,-7.08166,1.32197,-1.54386,69.77984,-10.92752,-3.270039,0.513946,,,,,,,,,,,,2.94201,-6.71693,-0.75237,50,6.09725,4.13879,-109.542,-1.00287,3.56076,20.05584,-40.30371,73.33937,,5.70696,,,,1000103236,Right,55.59343,-110.56135,10.02792,6.09616,1.04558,-20.15186,-0.95813,3.95781,1.78038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
121,2/8/2023,3,2,1000013430,Right,T_A,1000110355,Right,T_B,5,Top,1,0,1,0-1,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,74.17353,-0.212977,-1.039996,2434.629744,28.235564,7:00,5.99882,0.81428,4.7405,-66.41771,-13.0404,-7.93394,0.26195,-0.8335,68.45445,-12.045306,-2.440919,0.525835,,,,,,,,,,,,3.59941,-5.89079,-0.70217,50,5.91796,2.26696,-107.5923,-2.77159,4.18067,20.26177,-39.01615,71.68109,,5.71908,,,,1000103236,Right,55.76242,-108.67206,10.13089,6.01026,-0.6924,-19.50808,-0.81704,2.04416,2.09033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
122,2/8/2023,3,3,1000013430,Right,T_A,1000110355,Right,T_B,5,Top,1,1,1,1-1,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,83.4736,-3.172558,-2.891956,2111.587378,185.168848,12:15,6.16619,0.86088,5.36385,-32.39155,8.27319,0.64315,0.48515,-1.79961,77.64533,-9.044063,-2.777679,0.458966,,,,,,,,,,,,-1.0452,5.28193,-0.60156,50,5.85755,6.08743,-121.01456,-7.84499,-1.5662,21.29283,-24.25919,82.12469,,5.82827,,,,1000103236,Right,55.13728,-121.91513,10.64641,6.16765,-6.81896,-12.1296,-0.86043,6.15368,-0.7831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
123,2/8/2023,3,4,1000013430,Right,T_A,1000110355,Right,T_B,5,Top,1,2,1,2-1,Cutter,Slider,FoulBall,Undefined,Undefined,,Undefined,0,0,83.1473,-1.946491,-1.48962,2095.861042,192.886725,12:30,6.11267,0.89632,5.39857,-29.72958,11.25367,2.2915,1.80985,-0.30895,76.7193,-7.39977,-1.081818,0.46076,,,,,,,,,,,,-1.5565,6.54087,-0.76519,50,5.91818,3.04605,-120.69836,-5.1115,-2.30817,22.33351,-22.47429,81.80496,,6.428,,,,1000103236,Right,55.10151,-121.63866,11.16676,6.11347,-4.16527,-11.23715,-0.89548,3.14323,-1.15408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
124,2/8/2023,3,5,1000013430,Right,T_A,1000110355,Right,T_B,5,Top,1,2,2,2-2,Cutter,Slider,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,83.30323,-2.264921,-1.593473,2156.134739,157.339258,11:15,6.17888,0.63631,5.42105,-32.0986,8.8141,-3.15524,1.38052,-1.11962,76.82963,-8.131073,-2.155308,0.460363,,,,,,,,,,,,1.16913,5.42146,-0.49254,50,5.95535,3.49104,-120.86396,-5.88557,1.73445,22.91474,-24.13117,81.87544,,6.47359,,,,1000103236,Right,55.07837,-121.82297,11.45737,6.18053,-4.87565,-12.06558,-0.63712,3.41845,0.86722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
125,2/8/2023,4,1,1000013430,Right,T_A,1000187798,Right,T_B,5,Top,2,0,0,0-0,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,83.85957,-4.796327,-2.165963,2192.289831,205.706369,12:45,6.16598,0.69704,5.54897,-29.90273,10.75737,4.52721,-0.82164,-0.95068,77.09682,-10.252483,-1.357357,0.45894,,,,,,,,,,,,-2.96012,7.21689,-0.51274,50,5.72991,4.40838,-121.2723,-11.17647,-4.38943,24.66634,-21.47251,82.12937,,6.76276,,,,1000103236,Right,54.95148,-122.27527,12.33317,6.16661,-10.30337,-10.73626,-0.69562,4.58686,-2.19471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
126,2/8/2023,4,2,1000013430,Right,T_A,1000187798,Right,T_B,5,Top,2,1,0,1-0,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,82.05591,-3.559322,-1.267661,2103.043042,189.109003,12:15,6.28368,0.83046,5.42192,-29.39738,12.34442,1.7952,0.49482,-0.20753,76.63357,-8.905903,-0.9478,0.465004,,,,,,,,,,,,-1.20646,7.41579,-0.71925,50,5.94678,2.56407,-119.08418,-8.39384,-1.76012,19.44687,-21.35504,81.05828,,5.42234,,,,1000103236,Right,55.07861,-119.91066,9.72344,6.28423,-7.48625,-10.67752,-0.82981,2.63887,-0.88006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
127,2/8/2023,4,3,1000013430,Right,T_A,1000051953,Right,T_B,5,Top,2,2,0,2-0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Error,0,0,88.5272,-2.314108,-2.120366,1965.241861,217.629934,1:15,6.24532,0.66948,5.58494,-17.32552,19.04194,13.71371,2.63786,-0.1687,80.38423,-5.602074,0.325818,0.434038,70.27504,-42.617766,-7.287646,,,,,3.78412,3.36508,-0.736832,0.035925,-7.59122,10.70402,-0.49653,50,6.03537,4.15412,-128.3018,-5.71314,-12.5626,28.32903,-14.46009,86.84128,2.51637,8.14297,1.07107,2.51637,0.29825,1000103236,Right,54.91323,-129.38209,14.16451,6.24272,-5.16172,-7.23004,-0.66407,4.63318,-6.2813,180,1.06947,75.51096,,,,,,,,2.51785,-70.04494,,,,,,,,0.29845,-9.65663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
